Lot,Pen,Tag Color,Program Type,Breed,Zone,In Date,Ship Date,DOF,DBS,30 Month Date,In Wt,Current Wt,Sex,Risk,Owner,Origin,Buyer,Receive,Live,Home,Buller,Hosp,Hosp%,Ship,Dead,Dead%,Transfer Out,1st Pull,1st Pull%,2nd Pull,2nd Pull%,Total Pull,Total Pull%,Railed,Railed%,Mass Proc $,Mass Proc $/hd,Mass Trmt $,Mass Trmt $/hd,Trmt $,Trmt $/hd,4D Avg,4D DM Avg,7D Avg,7D DM Avg,14D Avg,14D DM Avg,Fed/Hd,DM Fed/Hd,Ration,Phase,DOP,DOR,ADG,Avg Dly Cst,LTD Avg,LTD DM Avg,DTTR,CV% 4D,CV% 4D DM,CV% 7D,CV% 7D DM,CV% 14D,CV% 14D DM,CV% LTD,CV% LTD DM,Note,Area/Hd,Lot Desc,...71
LL3,107,NA,NA,NA,NA,11/08/23,01/06/25,217,209,NA,592,"1,164",Steer,Unknown,2yne,24ter,"EDWARDS, DJ",297,270,270,0,0,0.00,10,17,5.72,0,220.00,74.07,108.00,49.09,416.00,140.07,10,3.37,"5,682.99",19.13,0.00,0.00,"12,383.64",41.70,36.4,24.6,37.7,25.5,37.9,25.6,38.7,26.2,F5W,F5W,40,40,2.64,1.64,30.8,19.9,45,6.81,6.78,6.71,6.68,5.57,5.53,15.78,20.07,purple tags,0,NA,NA
MM3,103,NA,NA,NA,NA,10/18/23,08/30/25,238,445,NA,539,"1,306",Heifer,Unknown,2yne,25ter,"EDWARDS, DJ",208,180,180,0,0,0.00,11,17,8.17,0,113.65,54.64,53.39,46.98,210.00,100.96,11,5.29,"3,730.66",17.94,0.00,0.00,"5,589.23",26.87,30.7,20.8,30.6,20.7,32.4,21.9,33.5,22.6,F5W,F5W,40,40,3.22,1.57,29.1,18.7,66,13.08,13.00,15.64,15.51,11.97,11.89,14.13,18.42,NA,0,NA,NA
MM3,104,NA,NA,NA,NA,10/18/23,08/30/25,238,445,NA,539,"1,008",Heifer,Unknown,2yne,25ter,"EDWARDS, DJ",165,165,165,0,0,0.00,0,0,0.00,0,80.35,48.70,30.61,38.10,121.00,73.33,0,0.00,"3,034.77",18.39,0.00,0.00,"3,218.94",19.51,32.6,22.1,31.7,21.4,32.9,22.3,33.1,22.4,F5W,F5W,40,40,1.97,1.62,29.3,18.9,66,2.93,3.02,12.39,12.29,9.39,9.33,14.09,18.44,NA,0,NA,NA
S3,OF13,NA,NA,NA,NA,05/16/23,04/23/25,393,316,NA,571,"1,150",Steer,Unknown,2yne,25ter,NA,131,129,129,0,0,0.00,1,1,0.76,0,38.73,29.56,11.34,29.28,55.21,42.14,1,0.76,"2,755.00",21.03,0.00,0.00,"1,461.64",11.16,32.6,22.0,33.1,22.4,34.5,23.3,32.9,22.3,F5W,F5W,40,40,1.47,1.15,32.3,21.4,202,3.82,3.83,3.42,3.44,5.83,5.86,23.68,24.11,NA,0,NA,NA
S3,202,NA,NA,NA,NA,05/16/23,04/23/25,393,316,NA,569,"1,311",Steer,Unknown,2yne,25ter,NA,32,20,20,0,0,0.00,11,1,3.13,0,12.00,37.50,7.00,58.33,21.00,65.63,1,3.13,522.06,16.31,0.00,0.00,521.28,16.29,29.4,19.9,30.3,20.5,31.0,20.9,29.2,19.7,F5W,F5W,40,40,1.89,1.01,31.9,21.1,209,0.97,1.03,3.43,3.43,4.13,4.15,8.20,8.66,NA,0,NA,NA
S3,206,NA,NA,NA,NA,05/16/23,04/23/25,393,316,NA,570,"1,299",Steer,Unknown,2yne,25ter,NA,293,136,136,0,0,0.00,150,7,2.39,0,51.00,17.41,11.00,21.57,65.00,22.18,1,0.34,"6,175.12",21.08,0.00,0.00,"1,819.01",6.21,31.8,21.5,33.6,22.7,32.3,21.9,30.5,20.6,F5W,F5W,40,40,1.85,1.13,36.6,24.2,202,3.52,3.47,6.82,6.74,17.94,17.89,13.14,13.56,NA,0,NA,NA
S3,HAYPEN,NA,NA,NA,NA,05/16/23,04/23/25,393,316,NA,566,"1,158",Steer,Unknown,2yne,25ter,NA,42,23,23,0,0,0.00,0,19,45.24,0,26.00,61.90,8.00,30.77,36.00,85.71,0,0.00,422.53,10.06,0.00,0.00,"1,237.64",29.47,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.51,0.10,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
S3,OF5,NA,NA,NA,NA,05/16/23,03/14/24,393,-89,NA,577,"1,163",Steer,Unknown,2yne,25ter,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,9.34,9.34,0.00,0.00,0.00,0.00,25.6,17.3,27.4,18.5,29.9,20.2,27.9,18.8,F5W,F5W,40,40,1.49,1.08,32.9,21.8,202,14.31,14.13,12.82,12.70,13.77,13.72,9.09,9.39,NA,0,NA,NA
S3,105,NA,NA,NA,NA,05/16/23,04/23/25,393,316,NA,573,"1,266",Steer,Unknown,2yne,25ter,NA,5,4,4,0,0,0.00,1,0,0.00,0,2.00,40.00,1.00,50.00,5.00,100.00,1,20.00,81.86,16.37,0.00,0.00,181.21,36.24,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.76,0.89,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
T3,HAYPEN,NA,NA,NA,NA,05/18/23,02/25/25,391,259,NA,549,"1,124",Heifer,Unknown,2yne,25ter,NA,24,11,11,0,0,0.00,0,13,54.17,0,12.00,50.00,9.00,75.00,24.00,100.00,0,0.00,253.45,10.56,0.00,0.00,671.07,27.96,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.47,0.09,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
T3,202,NA,NA,NA,NA,05/18/23,02/25/25,391,259,NA,591,"1,315",Heifer,Unknown,2yne,25ter,NA,277,261,261,0,0,0.00,1,15,5.42,0,86.36,31.18,18.27,21.15,113.54,40.99,1,0.36,"5,374.89",19.40,0.00,0.00,"3,995.88",14.43,29.4,19.9,30.3,20.5,31.0,20.9,29.2,19.7,F5W,F5W,40,40,1.85,1.08,31.9,21.1,209,0.97,1.03,3.43,3.43,4.13,4.15,8.20,8.66,NA,0,NA,NA
T3,105,NA,NA,NA,NA,05/18/23,02/25/25,391,259,NA,571,"1,197",Heifer,Unknown,2yne,25ter,NA,5,3,3,0,0,0.00,2,0,0.00,0,5.00,100.00,4.00,80.00,15.00,300.00,2,40.00,92.47,18.49,0.00,0.00,348.52,69.70,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.60,0.85,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
T3,OF5,NA,NA,NA,NA,05/18/23,02/25/25,391,259,NA,556,"1,163",Heifer,Unknown,2yne,25ter,NA,295,287,287,0,0,0.00,3,5,1.69,0,98.56,33.41,28.02,28.43,141.48,47.96,3,1.02,"6,326.13",21.44,0.00,0.00,"4,340.14",14.71,25.6,17.3,27.4,18.5,29.9,20.2,27.9,18.8,F5W,F5W,40,40,1.55,1.04,32.9,21.8,202,14.31,14.13,12.82,12.70,13.77,13.72,9.09,9.39,NA,0,NA,NA
T4,CULLYS,NA,NA,NA,NA,04/30/24,01/22/26,43,590,NA,600,634,Heifer,Unknown,2yne,25ter,"EDWARDS, DJ",539,539,539,0,0,0.00,0,0,0.00,0,8.00,1.48,0.00,0.00,8.00,1.48,0,0.00,"7,204.34",13.37,0.00,0.00,30.66,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,44,44,0.79,1.23,22.6,12.5,0,0.00,0.00,0.00,0.00,0.00,0.00,13.60,13.63,NA,0,NA,NA
T4,HAYPEN,NA,NA,NA,NA,04/30/24,01/22/26,43,590,NA,600,665,Heifer,Unknown,2yne,25ter,"EDWARDS, DJ",1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.51,3.48,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
W4,HAYPEN,NA,NA,NA,NA,05/08/24,12/28/25,35,565,NA,650,703,Steer,Unknown,2yne,25ter,NA,3,3,3,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.51,1.38,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
W4,SHEHI,NA,NA,NA,NA,05/08/24,12/28/25,35,565,NA,650,706,Steer,Unknown,2yne,25ter,NA,328,327,327,0,0,0.00,0,1,0.30,0,7.00,2.13,0.00,0.00,7.00,2.13,0,0.00,"3,892.30",11.87,0.00,0.00,75.50,0.23,0.0,0.0,24.9,13.8,25.6,14.1,0.0,0.0,NA,GRASS,13,12,1.60,1.64,24.6,13.6,0,0.00,0.00,45.97,45.99,22.07,22.08,14.46,14.47,NA,0,NA,NA
WA212,409SO,NA,NA,NA,NA,09/08/23,08/22/24,278,72,NA,800,"1,332",Heifer,Unknown,4ers,26A-Z,"Coates, Andrew",65,63,63,0,0,0.00,0,2,3.08,0,4.00,6.15,2.00,50.00,6.00,9.23,0,0.00,400.40,6.16,0.00,0.00,122.26,1.88,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,1.91,1.24,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,A-Z fullblood hfrs,0,NA,NA
WA213,306,NA,NA,NA,NA,09/15/23,06/27/25,271,381,NA,522,"1,029",Heifer,Unknown,4ers,27ics,"Coates, Andrew",66,62,62,0,0,0.00,4,0,0.00,0,9.00,13.64,3.00,33.33,12.00,18.18,1,1.52,"1,092.28",16.55,0.00,0.00,268.27,4.06,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,1.87,1.53,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,Purple Wag Tags,0,NA,NA
WA213,409SO,NA,NA,NA,NA,09/15/23,06/27/25,271,381,NA,635,"1,124",Mixed,Unknown,4ers,27ics,"Coates, Andrew",15,15,15,0,0,0.00,0,0,0.00,0,1.00,6.67,0.00,0.00,1.00,6.67,0,0.00,247.98,16.53,0.00,0.00,39.59,2.64,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,1.80,1.32,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,Purple Wag Tags,0,NA,NA
WA214,306,NA,NA,NA,NA,09/15/23,02/20/25,271,254,NA,600,987,Mixed,Unknown,4ers,28nch,"Coates, Andrew",27,27,27,0,0,0.00,0,0,0.00,0,14.00,51.85,4.00,28.57,21.00,77.78,0,0.00,403.11,14.93,0.00,0.00,519.67,19.25,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,1.43,1.15,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,White Wag Tags,0,NA,NA
WA214,409SO,NA,NA,NA,NA,09/15/23,12/07/24,271,179,NA,600,"1,199",Mixed,Unknown,4ers,28nch,"Coates, Andrew",9,9,9,0,0,0.00,0,0,0.00,0,9.00,100.00,0.00,0.00,9.00,100.00,0,0.00,134.37,14.93,0.00,0.00,153.25,17.03,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,2.21,1.27,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,White Wag Tags,0,NA,NA
WA215,304,NA,NA,NA,NA,11/03/23,06/02/25,222,356,NA,657,772,Mixed,Unknown,5ETT,29NCH,NA,30,30,30,0,0,0.00,0,0,0.00,0,14.00,46.67,3.00,21.43,17.00,56.67,0,0.00,576.09,19.20,69.00,2.30,372.62,12.42,28.7,17.5,29.1,17.7,30.7,18.7,28.4,17.3,WAGF1W,WAGF1W,40,40,0.52,1.68,27.8,16.6,161,4.95,5.06,5.33,5.42,7.92,7.93,14.40,14.89,NA,0,NA,NA
WA216,409SO,NA,NA,NA,NA,11/28/23,10/17/24,197,128,NA,900,"1,292",Mixed,Unknown,4ers,30gyu,NA,7,7,7,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,127.82,18.26,0.00,0.00,0.00,0.00,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,1.99,1.75,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,NA,0,NA,NA
WA217,409SO,NA,NA,NA,NA,11/28/23,10/17/24,197,128,NA,900,"1,376",Mixed,Unknown,4ers,30gyu,NA,18,18,18,0,0,0.00,0,0,0.00,0,1.00,5.56,0.00,0.00,1.00,5.56,0,0.00,285.12,15.84,0.00,0.00,4.68,0.26,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,2.42,1.75,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,NA,0,NA,NA
WA218,407,NA,NA,NA,NA,02/23/24,05/17/25,110,340,NA,650,870,Mixed,Unknown,6eek,31gyu,NA,5,4,4,0,0,0.00,1,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,63.34,12.67,0.00,0.00,0.00,0.00,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.00,2.80,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,NA,0,NA,NA
WA218,W4,NA,NA,NA,NA,02/23/24,05/17/25,110,340,NA,650,870,Mixed,Unknown,6eek,31gyu,NA,34,34,34,0,0,0.00,0,0,0.00,0,4.00,11.76,0.00,0.00,4.00,11.76,0,0.00,647.36,19.04,0.00,0.00,107.67,3.17,31.2,19.0,31.1,19.0,30.5,18.6,30.0,18.3,WAGF1W,WAGF1W,40,40,2.00,2.34,28.4,17.1,0,7.25,7.06,6.05,5.91,5.73,5.63,15.62,15.75,NA,0,NA,NA
WA219,403,NA,NA,NA,NA,04/17/24,03/07/25,56,269,NA,900,"1,678",Mixed,Unknown,4ers,30gyu,NA,3,3,3,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,7.20,2.40,0.00,0.00,0.00,0.00,26.5,16.9,24.5,15.7,27.4,17.5,29.4,18.9,WAGF2W,WAGF2W,40,40,13.89,2.15,28.6,17.9,327,15.66,15.58,20.25,20.34,17.28,17.30,12.03,12.33,NA,0,NA,NA
WA219,409SO,NA,NA,NA,NA,04/17/24,03/07/25,56,269,NA,900,"1,317",Mixed,Unknown,4ers,30gyu,NA,4,4,4,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,15.60,3.90,0.00,0.00,0.00,0.00,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,7.45,2.27,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,NA,0,NA,NA
WA220,W3,NA,NA,NA,NA,05/02/24,11/21/25,41,528,NA,889,949,Mixed,Unknown,7han,32GYU,NA,19,19,19,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,74.48,3.92,0.00,0.00,0.00,0.00,30.4,18.5,28.4,17.3,28.9,17.7,26.8,16.3,WAGF1W,WAGF1W,40,40,1.46,1.64,24.7,15.0,0,7.65,7.83,11.60,11.62,14.44,14.45,18.59,18.90,NA,0,NA,NA
WAGF2201,203,NA,NA,NA,NA,04/10/23,01/01/25,429,204,NA,837,"1,283",Heifer,Unknown,4ers,33ing,NA,9,9,9,0,0,0.00,0,0,0.00,0,1.00,11.11,0.00,0.00,1.00,11.11,0,0.00,130.53,14.50,23.94,2.66,5.44,0.60,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,1.04,2.11,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WAGF2201,306,NA,NA,NA,NA,04/10/23,11/29/24,429,171,NA,329,"1,078",Steer,Unknown,4ers,34ing,NA,30,30,30,0,0,0.00,0,0,0.00,0,12.00,40.00,5.00,41.67,24.00,80.00,0,0.00,375.81,12.53,0.00,0.00,416.51,13.88,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,1.75,0.74,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,NA,0,NA,NA
WAGF2201,406,NA,NA,NA,NA,04/10/23,11/29/24,429,171,NA,386,"1,082",Steer,Unknown,4ers,33ing,NA,13,13,13,0,0,0.00,0,0,0.00,0,1.00,7.69,0.00,0.00,1.00,7.69,0,0.00,145.20,11.17,0.00,0.00,19.15,1.47,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.62,0.97,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WAGF2201,409SO,NA,NA,NA,NA,11/02/23,12/05/24,223,177,NA,700,"1,479",Steer,Unknown,4ers,30gyu,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3.70,3.70,0.00,0.00,0.00,0.00,27.9,17.9,27.6,17.7,30.3,19.4,26.7,17.1,WAGF2W,WAGF2W,40,40,3.49,1.55,29.6,18.0,90,9.83,9.77,8.95,8.88,10.71,10.67,10.99,12.42,NA,0,NA,NA
WAGF2202,203,NA,NA,NA,NA,05/01/23,10/06/24,408,117,NA,450,"1,241",Heifer,Unknown,4ers,34ing,NA,11,11,11,0,0,0.00,0,0,0.00,0,1.00,9.09,0.00,0.00,1.00,9.09,0,0.00,132.33,12.03,28.60,2.60,2.73,0.25,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,1.94,0.91,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WAGF2202,406,NA,NA,NA,NA,05/01/23,03/30/25,408,292,NA,450,"1,135",Steer,Unknown,4ers,34ing,NA,12,12,12,0,0,0.00,0,0,0.00,0,1.00,8.33,0.00,0.00,1.00,8.33,0,0.00,144.36,12.03,0.00,0.00,3.25,0.27,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.68,0.94,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WAGU203,407,NA,NA,NA,NA,12/26/22,03/24/24,534,-79,NA,524,"1,706",Heifer,Unknown,4ers,34ing,NA,33,33,33,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,461.15,13.97,524.70,15.90,0.00,0.00,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.21,0.76,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,NA,0,NA,NA
WAGU203,408,NA,NA,NA,NA,12/26/22,03/24/24,534,-79,NA,524,"1,801",Steer,Unknown,4ers,34ing,NA,21,21,21,0,0,0.00,0,0,0.00,0,1.00,4.76,0.00,0.00,1.00,4.76,0,0.00,294.15,14.01,31.50,1.50,17.29,0.82,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.39,0.78,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,NA,0,NA,NA
WAGU203,SO4,NA,NA,NA,NA,12/26/22,03/24/24,534,-79,NA,524,"1,801",Steer,Unknown,4ers,34ing,NA,7,2,2,0,0,0.00,5,0,0.00,0,2.00,28.57,0.00,0.00,2.00,28.57,0,0.00,98.05,14.01,10.50,1.50,37.02,5.29,30.2,19.3,28.6,18.3,31.2,20.0,32.6,20.9,NA,DFTPHS,2,2,2.39,0.71,33.8,21.1,369,10.91,10.94,13.48,13.51,12.43,12.43,11.40,11.57,NA,0,NA,NA
WAGU204,407,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,500,"1,706",Heifer,Unknown,4ers,34ing,NA,17,16,16,0,0,0.00,0,1,5.88,0,4.00,23.53,1.00,25.00,5.00,29.41,0,0.00,399.35,23.49,254.40,14.96,94.02,5.53,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.33,0.78,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,yellow ranch tags--lime green WAG tags,0,NA,NA
WAGU204,408,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,500,"1,802",Steer,Unknown,4ers,34ing,NA,17,17,17,0,0,0.00,0,0,0.00,0,5.00,29.41,0.00,0.00,5.00,29.41,0,0.00,411.72,24.22,24.00,1.41,93.72,5.51,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.51,0.81,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,yellow ranch tags--lime green WAG tags,0,NA,NA
WAGU204X,403,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,500,"1,524",Heifer,Unknown,4ers,34ing,NA,16,16,16,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,231.84,14.49,0.00,0.00,0.00,0.00,26.5,16.9,24.5,15.7,27.4,17.5,29.4,18.9,WAGF2W,WAGF2W,40,40,1.98,0.64,28.6,17.9,327,15.66,15.58,20.25,20.34,17.28,17.30,12.03,12.33,blue ranch tags--Lime green WAG tags- purebreds,0,NA,NA
WAGU204X,409,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,500,"1,616",Steer,Unknown,4ers,34ing,NA,18,18,18,0,0,0.00,0,0,0.00,0,3.00,16.67,1.00,33.33,5.00,27.78,0,0.00,260.82,14.49,0.00,0.00,102.29,5.68,27.3,17.5,29.1,18.6,32.6,20.9,27.4,17.5,WAGF2W,WAGF2W,40,40,2.15,0.66,30.4,19.0,327,2.63,2.65,7.81,7.88,12.70,12.66,14.15,14.52,blue ranch tags--Lime green WAG tags- purebreds,0,NA,NA
WAGU205,407,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,450,"1,706",Heifer,Unknown,4ers,34ing,NA,33,31,31,0,0,0.00,0,2,6.06,0,8.00,24.24,1.00,12.50,9.00,27.27,0,0.00,"1,025.04",31.06,510.93,15.48,193.97,5.88,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.42,0.76,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,random ranch tags..yellow WAG tags,0,NA,NA
WAGU205,408,NA,NA,NA,NA,01/11/23,06/18/24,518,7,NA,450,"1,802",Steer,Unknown,4ers,34ing,NA,26,25,25,0,0,0.00,0,1,3.85,0,13.00,50.00,2.00,15.38,17.00,65.38,0,0.00,801.23,30.82,49.53,1.91,351.44,13.52,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.61,0.81,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,random ranch tags..yellow WAG tags,0,NA,NA
WAGU206,407,NA,NA,NA,NA,01/12/23,05/25/24,517,-17,NA,550,"1,706",Heifer,Unknown,4ers,34ing,NA,38,37,37,0,0,0.00,0,1,2.63,0,4.00,10.53,0.00,0.00,4.00,10.53,0,0.00,904.62,23.81,0.00,0.00,60.25,1.59,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.24,0.78,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,NA,0,NA,NA
WAGU206,408,NA,NA,NA,NA,01/12/23,05/25/24,517,-17,NA,550,"1,801",Steer,Unknown,4ers,34ing,NA,30,30,30,0,0,0.00,0,0,0.00,0,3.00,10.00,0.00,0.00,3.00,10.00,0,0.00,713.57,23.79,0.00,0.00,40.22,1.34,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.42,0.81,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,NA,0,NA,NA
