Lot,Pen,Tag Color,Program Type,Breed,Zone,In Date,Ship Date,DOF,DBS,30 Month Date,In Wt,Current Wt,Sex,Risk,Owner,Origin,Buyer,Receive,Live,Home,Buller,Hosp,Hosp%,Ship,Dead,Dead%,Transfer Out,1st Pull,1st Pull%,2nd Pull,2nd Pull%,Total Pull,Total Pull%,Railed,Railed%,Mass Proc $,Mass Proc $/hd,Mass Trmt $,Mass Trmt $/hd,Trmt $,Trmt $/hd,4D Avg,4D DM Avg,7D Avg,7D DM Avg,14D Avg,14D DM Avg,Fed/Hd,DM Fed/Hd,Ration,Phase,DOP,DOR,ADG,Avg Dly Cst,LTD Avg,LTD DM Avg,DTTR,CV% 4D,CV% 4D DM,CV% 7D,CV% 7D DM,CV% 14D,CV% 14D DM,CV% LTD,CV% LTD DM,Note,Area/Hd,Lot Desc,...71
WAGU207,407,NA,NA,NA,NA,01/30/23,02/08/24,499,-124,NA,700,"1,706",Heifer,Unknown,4ers,34ing,NA,16,16,16,0,0,0.00,0,0,0.00,0,3.00,18.75,1.00,33.33,4.00,25.00,0,0.00,250.72,15.67,0.00,0.00,68.94,4.31,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.02,0.81,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,Syracuse--hfrs--Red Wag Tags,0,NA,NA
WAGU207,408,NA,NA,NA,NA,01/30/23,02/08/24,499,-124,NA,700,"1,801",Steer,Unknown,4ers,34ing,NA,64,63,62,0,0,0.00,0,1,1.56,0,3.00,4.69,1.00,33.33,7.00,10.94,0,0.00,"1,008.00",15.75,0.00,0.00,206.51,3.23,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.21,0.83,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,Syracuse--Steers--Red Wag Tags,0,NA,NA
WAGU208,407,ORANGE,NA,NA,NA,04/24/23,05/03/24,415,-39,NA,750,"2,641",Heifer,Unknown,4ers,34ing,NA,5,5,5,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,68.15,13.63,0.00,0.00,0.00,0.00,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,4.56,0.97,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,NA,0,NA,NA
WAGU208,408,ORANGE,NA,NA,NA,02/02/23,01/17/24,496,-146,NA,721,"1,950",Steer,Unknown,4ers,34ing,NA,7,7,7,0,0,0.00,0,0,0.00,0,1.00,14.29,0.00,0.00,1.00,14.29,0,0.00,100.57,14.37,0.00,0.00,7.33,1.05,37.7,24.1,36.9,23.7,39.0,25.0,39.0,25.0,WAGF2W,WAGF2W,40,40,2.48,0.93,37.7,23.6,369,4.32,4.43,4.59,4.68,6.31,6.34,11.28,11.75,NA,0,NA,NA
WAGU208X,403,ORANGE,NA,NA,NA,02/02/23,01/18/24,496,-145,NA,700,"1,559",Heifer,Unknown,4ers,34ing,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,15.07,15.07,0.00,0.00,0.00,0.00,26.5,16.9,24.5,15.7,27.4,17.5,29.4,18.9,WAGF2W,WAGF2W,40,40,1.73,0.68,28.6,17.9,327,15.66,15.58,20.25,20.34,17.28,17.30,12.03,12.33,NA,0,NA,NA
WAGU208X,409,ORANGE,NA,NA,NA,02/02/23,01/18/24,496,-145,NA,738,"1,630",Steer,Unknown,4ers,33ing,NA,13,13,13,0,0,0.00,0,0,0.00,0,4.00,30.77,2.00,50.00,7.00,53.85,0,0.00,197.34,15.18,0.00,0.00,216.71,16.67,27.3,17.5,29.1,18.6,32.6,20.9,27.4,17.5,WAGF2W,WAGF2W,40,40,1.80,0.80,30.4,19.0,327,2.63,2.65,7.81,7.88,12.70,12.66,14.15,14.52,NA,0,NA,NA
WAGU209X,403,NA,NA,NA,NA,02/15/23,05/09/24,483,-33,NA,500,"1,524",Heifer,Unknown,4ers,34ing,NA,13,13,13,0,0,0.00,0,0,0.00,0,12.00,92.31,3.00,25.00,15.00,115.38,0,0.00,240.76,18.52,0.00,0.00,197.97,15.23,26.5,16.9,24.5,15.7,27.4,17.5,29.4,18.9,WAGF2W,WAGF2W,40,40,2.12,0.69,28.6,17.9,327,15.66,15.58,20.25,20.34,17.28,17.30,12.03,12.33,NA,0,NA,NA
WAGU209X,409,NA,NA,NA,NA,02/15/23,05/09/24,483,-33,NA,500,"1,616",Steer,Unknown,4ers,34ing,NA,10,10,10,0,0,0.00,0,0,0.00,0,10.00,100.00,1.00,10.00,12.00,120.00,0,0.00,185.20,18.52,0.00,0.00,164.77,16.48,27.3,17.5,29.1,18.6,32.6,20.9,27.4,17.5,WAGF2W,WAGF2W,40,40,2.31,0.70,30.4,19.0,327,2.63,2.65,7.81,7.88,12.70,12.66,14.15,14.52,NA,0,NA,NA
WAGU209X,SO4,NA,NA,NA,NA,02/15/23,05/09/24,483,-33,NA,500,"1,524",Steer,Unknown,4ers,34ing,NA,7,4,4,0,0,0.00,3,0,0.00,0,4.00,57.14,0.00,0.00,4.00,57.14,0,0.00,129.64,18.52,0.00,0.00,50.80,7.26,30.2,19.3,28.6,18.3,31.2,20.0,32.6,20.9,NA,DFTPHS,2,2,2.12,0.66,33.8,21.1,369,10.91,10.94,13.48,13.51,12.43,12.43,11.40,11.57,NA,0,NA,NA
WAGU211,403,NA,NA,NA,NA,05/03/23,08/20/24,406,70,NA,763,"1,521",Heifer,Unknown,4ers,33ing,NA,35,35,35,0,0,0.00,0,0,0.00,0,4.00,11.43,0.00,0.00,4.00,11.43,0,0.00,133.96,3.83,0.00,0.00,23.10,0.66,26.5,16.9,24.5,15.7,27.4,17.5,29.4,18.9,WAGF2W,WAGF2W,40,40,1.87,0.83,28.6,17.9,327,15.66,15.58,20.25,20.34,17.28,17.30,12.03,12.33,NA,0,NA,NA
WAGU211,409,NA,NA,NA,NA,05/03/23,05/11/24,406,-31,NA,750,"1,616",Steer,Unknown,4ers,34ing,NA,20,20,20,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,78.80,3.94,0.00,0.00,0.00,0.00,27.3,17.5,29.1,18.6,32.6,20.9,27.4,17.5,WAGF2W,WAGF2W,40,40,2.13,0.84,30.4,19.0,327,2.63,2.65,7.81,7.88,12.70,12.66,14.15,14.52,NA,0,NA,NA
WAGU212,E5,NA,NA,NA,NA,03/13/24,09/04/24,91,85,NA,"1,200","1,382",Mixed,Unknown,4ers,19NA,NA,16,15,15,0,0,0.00,0,1,6.25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,48.00,3.00,0.00,0.00,0.00,0.00,31.8,20.4,28.0,17.9,29.3,18.8,33.3,21.4,WAGF2W,WAGF2W,40,40,2.00,2.04,26.2,16.5,0,7.05,7.04,19.21,19.30,15.35,15.37,21.17,21.46,NA,0,NA,NA
WF2203,203,NA,NA,NA,NA,05/24/23,02/28/25,385,262,NA,529,"1,176",Heifer,Unknown,4ers,34ing,NA,24,24,24,0,0,0.00,0,0,0.00,0,10.00,41.67,1.00,10.00,11.00,45.83,0,0.00,288.72,12.03,61.92,2.58,177.18,7.38,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,1.68,0.98,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WF2203,406,NA,NA,NA,NA,05/24/23,02/28/25,385,262,NA,529,"1,105",Steer,Unknown,4ers,34ing,NA,39,38,38,0,0,0.00,1,0,0.00,0,8.00,20.51,4.00,50.00,13.00,33.33,1,2.56,469.17,12.03,0.00,0.00,322.16,8.26,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.50,0.99,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WF2204,203,NA,NA,NA,NA,06/08/23,04/04/25,370,297,NA,500,"1,143",Heifer,Unknown,4ers,30gyu,NA,25,25,25,0,0,0.00,0,0,0.00,0,4.00,16.00,2.00,50.00,7.00,28.00,0,0.00,293.75,11.75,63.50,2.54,150.63,6.03,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,1.74,1.01,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,Weins Wagyu..F1 Hfrs,0,NA,NA
WF2204,306,NA,NA,NA,NA,06/08/23,04/04/25,370,297,NA,500,"1,055",Steer,Unknown,4ers,30gyu,NA,17,15,15,0,0,0.00,2,0,0.00,0,10.00,58.82,5.00,50.00,24.00,141.18,2,11.76,199.75,11.75,0.00,0.00,520.87,30.64,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,1.50,0.81,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,Weins Wagyu fullbloods,0,NA,NA
WF2204,406,NA,NA,NA,NA,06/08/23,04/04/25,370,297,NA,500,"1,055",Steer,Unknown,4ers,30gyu,NA,14,14,14,0,0,0.00,0,0,0.00,0,3.00,21.43,1.00,33.33,4.00,28.57,0,0.00,164.50,11.75,0.00,0.00,122.79,8.77,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.50,1.03,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WF2205,108,NA,NA,NA,NA,06/08/23,04/04/25,370,297,NA,450,"1,021",Mixed,Unknown,8ate,35gyu,NA,12,12,12,0,0,0.00,0,0,0.00,0,2.00,16.67,0.00,0.00,2.00,16.67,0,0.00,123.72,10.31,0.00,0.00,40.78,3.40,41.5,25.3,41.8,25.5,42.0,25.6,38.8,23.7,WAGF1W,WAGF1W,40,40,1.54,1.01,33.2,19.8,179,6.35,6.25,4.88,4.81,4.87,4.80,347.49,345.62,Wheat State Wagyu..Purple Wag Tags,0,NA,NA
WF2205,407,NA,NA,NA,NA,03/14/24,09/04/24,90,85,NA,"1,200","1,380",Mixed,Unknown,8ate,35gyu,NA,4,4,4,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,12.00,3.00,0.00,0.00,0.00,0.00,34.5,22.1,34.2,21.9,36.0,23.1,35.4,22.7,WAGF2W,WAGF2W,40,40,2.00,2.77,36.2,22.6,369,4.50,4.58,4.58,4.59,6.15,6.17,12.63,12.85,Wheat State Wagyu..Purple Wag Tags,0,NA,NA
WF2206,108,NA,NA,NA,NA,06/17/23,10/03/24,361,114,NA,550,"1,165",Steer,Unknown,9Jim,36gyu,NA,13,13,13,0,0,0.00,0,0,0.00,0,5.00,38.46,1.00,20.00,6.00,46.15,0,0.00,78.00,6.00,0.00,0.00,101.06,7.77,41.5,25.3,41.8,25.5,42.0,25.6,38.8,23.7,WAGF1W,WAGF1W,40,40,1.70,1.04,33.2,19.8,179,6.35,6.25,4.88,4.81,4.87,4.80,347.49,345.62,NA,0,NA,NA
WF2207,304,NA,NA,NA,NA,06/26/23,04/22/25,352,315,NA,584,989,Steer,Unknown,10der,37GYU,NA,33,32,32,0,0,0.00,1,0,0.00,0,10.00,30.30,4.00,40.00,21.00,63.64,1,3.03,232.95,7.06,80.00,2.42,478.98,14.51,28.7,17.5,29.1,17.7,30.7,18.7,28.4,17.3,WAGF1W,WAGF1W,40,40,1.15,1.20,27.8,16.6,161,4.95,5.06,5.33,5.42,7.92,7.93,14.40,14.89,NA,0,NA,NA
WF2208,306,NA,NA,NA,NA,06/30/23,04/26/25,348,319,NA,500,"1,021",Steer,Unknown,4ers,30gyu,NA,5,4,4,0,0,0.00,0,1,20.00,0,4.00,80.00,1.00,25.00,6.00,120.00,0,0.00,88.40,17.68,0.00,0.00,82.54,16.51,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,1.50,0.87,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,NA,0,NA,NA
WF2209,203,NA,NA,NA,NA,08/08/23,07/24/25,309,408,NA,425,"1,010",Heifer,Unknown,4ers,30gyu,NA,45,44,44,0,0,0.00,0,1,2.22,0,10.00,22.22,1.00,10.00,11.00,24.44,0,0.00,660.60,14.68,234.08,5.20,159.02,3.53,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,1.89,1.21,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WF2209,406,NA,NA,NA,NA,08/08/23,07/24/25,309,408,NA,425,887,Steer,Unknown,4ers,30gyu,NA,48,48,48,0,0,0.00,0,0,0.00,0,16.00,33.33,1.00,6.25,17.00,35.42,0,0.00,704.64,14.68,35.52,0.74,126.80,2.64,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.50,1.24,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WF2210,203,ORANGE,NA,NA,NA,09/08/23,06/01/25,278,355,NA,550,"1,122",Mixed,Unknown,4ers,38rms,"Coates, Andrew",8,8,8,0,0,0.00,0,0,0.00,0,1.00,12.50,0.00,0.00,1.00,12.50,0,0.00,113.52,14.19,20.16,2.52,5.05,0.63,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,2.06,1.35,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WF2210,406,ORANGE,NA,NA,NA,09/08/23,06/01/25,278,355,NA,550,966,Mixed,Unknown,4ers,38rms,"Coates, Andrew",6,6,6,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,85.74,14.29,0.00,0.00,0.00,0.00,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,1.50,1.38,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WF2211,203,NA,NA,NA,NA,02/21/24,04/20/25,112,313,NA,700,"1,000",Mixed,Unknown,4ers,39ers,NA,68,68,68,0,0,0.00,0,0,0.00,0,1.00,1.47,0.00,0.00,1.00,1.47,0,0.00,"1,443.06",21.22,160.48,2.36,26.59,0.39,37.7,23.0,38.3,23.3,38.9,23.7,37.9,23.1,WAGF1W,WAGF1W,40,40,2.68,2.69,33.8,20.2,238,1.14,1.19,2.34,2.40,2.58,2.66,11.87,12.65,NA,0,NA,NA
WF2211,303,NA,NA,NA,NA,02/21/24,04/20/25,112,313,NA,700,924,Mixed,Unknown,4ers,39ers,NA,20,20,20,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,397.09,19.85,0.00,0.00,0.00,0.00,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,2.00,2.48,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WF2211,406,NA,NA,NA,NA,02/21/24,04/20/25,112,313,NA,700,924,Mixed,Unknown,4ers,39ers,NA,72,72,72,0,0,0.00,0,0,0.00,0,1.00,1.39,0.00,0.00,1.00,1.39,0,0.00,"1,205.19",16.74,0.00,0.00,27.16,0.38,39.5,24.1,39.3,23.9,40.5,24.7,40.0,24.4,WAGF1W,WAGF1W,40,40,2.00,2.68,35.0,20.9,238,3.63,3.64,3.74,3.75,4.24,4.19,12.94,13.70,NA,0,NA,NA
WF2211,HAYPEN,NA,NA,NA,NA,02/21/24,04/20/25,112,313,NA,700,924,Mixed,Unknown,4ers,39ers,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,21.22,21.22,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,2.00,3.43,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
WF2301,E2,NA,NA,NA,NA,04/25/24,11/20/25,48,527,NA,400,496,Mixed,Unknown,4ers,30gyu,NA,51,51,51,0,0,0.00,0,0,0.00,0,4.00,7.84,0.00,0.00,4.00,7.84,0,0.00,174.42,3.42,0.00,0.00,60.22,1.18,23.7,13.1,24.5,13.5,24.1,13.3,23.5,13.0,WAGF1X,GRASS,41,42,2.00,1.57,19.9,11.0,0,3.35,3.33,5.39,5.19,5.70,5.58,21.05,21.09,NA,0,NA,NA
WF2302,E3,NA,NA,NA,NA,06/05/24,12/23/25,7,560,NA,700,711,Mixed,Unknown,11INS,40GYU,NA,22,22,22,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.1,12.2,17.8,11.4,17.8,11.4,17.3,11.1,WAGF2W,WAGF2W,9,9,1.57,1.33,15.3,9.8,0,6.55,6.42,12.03,11.90,12.03,11.90,12.03,11.90,NA,0,NA,NA
WF2302,W2,NA,NA,NA,NA,05/31/24,04/30/26,12,688,NA,500,518,Mixed,Unknown,11INS,40GYU,NA,61,61,61,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.3,7.9,14.2,7.8,12.9,7.2,14.4,8.0,GRASS,GRASS,12,12,1.50,1.05,11.8,6.6,0,4.28,4.15,5.68,5.58,14.79,13.88,14.79,13.88,NA,0,NA,NA
WF2303,W1,NA,NA,NA,NA,06/07/24,04/04/26,5,662,NA,550,558,Mixed,Unknown,12D 3,41GYU,NA,21,21,21,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.1,4.5,8.1,4.5,8.1,4.5,11.4,6.3,WAGF1W,GRASS,4,5,1.60,0.77,5.4,3.0,0,58.08,58.11,58.08,58.11,58.08,58.11,81.95,81.98,NA,0,NA,NA
WS2205,108,NA,NA,NA,NA,12/07/23,12/28/25,188,565,NA,45,"1,032",Mixed,Unknown,8ate,35gyu,NA,45,43,43,0,0,0.00,1,1,2.22,0,5.00,11.11,2.00,40.00,10.00,22.22,1,2.22,394.59,8.77,0.00,0.00,237.12,5.27,41.5,25.3,41.8,25.5,42.0,25.6,38.8,23.7,WAGF1W,WAGF1W,40,40,5.25,2.02,33.2,19.8,179,6.35,6.25,4.88,4.81,4.87,4.80,347.49,345.62,purple wag tags,0,NA,NA
WS2301,305,NA,NA,NA,NA,10/28/23,06/18/25,228,372,NA,300,780,Steer,Unknown,4ers,19NA,NA,10,6,6,0,0,0.00,2,2,20.00,0,6.00,60.00,5.00,83.33,19.00,190.00,2,20.00,140.20,14.02,0.00,0.00,279.36,27.94,27.2,16.6,27.5,16.8,27.4,16.7,27.3,16.7,WAGF1W,WAGF1W,40,40,2.11,1.02,20.8,12.5,57,1.62,1.65,1.91,1.90,2.51,2.53,17.70,17.99,NA,0,NA,NA
WS2302,303,NA,NA,NA,NA,11/02/23,01/30/24,223,-133,NA,450,"3,130",Mixed,Unknown,4ers,30gyu,NA,12,11,11,0,0,0.00,0,1,8.33,0,6.00,50.00,2.00,33.33,8.00,66.67,0,0.00,136.78,11.40,0.00,0.00,186.50,15.54,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,12.02,1.49,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WS2303,305,NA,NA,NA,NA,11/09/23,07/27/25,216,411,NA,407,813,Mixed,Unknown,4ers,42iry,NA,120,115,115,0,0,0.00,1,4,3.33,0,21.00,17.50,6.00,28.57,29.00,24.17,1,0.83,"1,520.02",12.67,0.00,0.00,459.21,3.83,27.2,16.6,27.5,16.8,27.4,16.7,27.3,16.7,WAGF1W,WAGF1W,40,40,1.88,1.25,20.8,12.5,57,1.62,1.65,1.91,1.90,2.51,2.53,17.70,17.99,NA,0,NA,NA
WS2304,303,NA,NA,NA,NA,12/05/23,01/09/26,190,577,NA,400,757,Mixed,Unknown,4ers,38rms,"Coates, Andrew",43,41,41,0,0,0.00,2,0,0.00,0,8.00,18.60,3.00,37.50,12.00,27.91,2,4.65,800.66,18.62,0.00,0.00,260.12,6.05,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,1.88,1.77,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WS2304,SO2,NA,NA,NA,NA,12/05/23,01/09/26,190,577,NA,400,756,Mixed,Unknown,4ers,38rms,"Coates, Andrew",1,1,1,0,0,0.00,0,0,0.00,0,1.00,100.00,0.00,0.00,1.00,100.00,0,0.00,18.62,18.62,0.00,0.00,31.19,31.19,32.9,18.6,33.1,18.7,32.4,18.3,32.2,18.1,NA,DFTPHS,6,6,1.87,1.78,26.2,14.8,0,1.53,1.59,4.43,4.37,4.19,4.06,27.71,26.84,NA,0,NA,NA
WS2305,303,NA,NA,NA,NA,12/20/23,05/27/25,175,350,NA,500,866,Mixed,Unknown,4ers,43CER,NA,77,76,76,0,0,0.00,1,0,0.00,0,10.00,12.99,3.00,30.00,16.00,20.78,1,1.30,"1,368.29",17.77,0.00,0.00,263.51,3.42,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,2.09,1.94,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WS2306,303,NA,NA,NA,NA,02/10/24,05/29/25,123,352,NA,600,846,Mixed,Unknown,4ers,19NA,NA,89,89,89,0,0,0.00,0,0,0.00,0,2.00,2.25,1.00,50.00,4.00,4.49,0,0.00,443.51,4.98,0.00,0.00,117.39,1.32,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,2.00,2.31,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WS2307,305,NA,NA,NA,NA,02/13/24,06/01/25,120,355,NA,600,840,Mixed,Unknown,4ers,19NA,NA,92,88,88,0,0,0.00,3,1,1.09,0,40.00,43.48,8.00,20.00,49.00,53.26,3,3.26,"1,202.44",13.07,0.00,0.00,"1,178.57",12.81,27.2,16.6,27.5,16.8,27.4,16.7,27.3,16.7,WAGF1W,WAGF1W,40,40,2.00,1.79,20.8,12.5,57,1.62,1.65,1.91,1.90,2.51,2.53,17.70,17.99,NA,0,NA,NA
WS2308,306,NA,NA,NA,NA,02/22/24,07/05/25,111,389,NA,550,772,Mixed,Unknown,4ers,44ely,NA,40,39,39,0,0,0.00,0,1,2.50,0,31.00,77.50,3.00,9.68,36.00,90.00,0,0.00,477.05,11.93,15.03,0.38,824.67,20.62,32.5,19.8,33.0,20.1,32.9,20.1,32.5,19.9,WAGF1W,WAGF1W,40,40,2.00,2.17,26.7,16.0,241,3.72,3.58,3.98,3.88,3.03,2.98,12.77,13.73,NA,0,NA,NA
WS2308,E1,NA,NA,NA,NA,02/22/24,07/05/25,111,389,NA,550,772,Mixed,Unknown,4ers,44ely,NA,32,32,32,0,0,0.00,0,0,0.00,0,10.00,31.25,3.00,30.00,13.00,40.63,0,0.00,318.76,9.96,0.00,0.00,365.44,11.42,26.6,16.2,26.0,15.9,25.3,15.4,25.0,15.3,WAGF1W,WAGF1W,40,40,2.00,1.65,18.5,11.1,0,3.63,3.55,5.38,5.35,7.18,7.20,26.47,27.21,NA,0,NA,NA
WS2309,303,NA,NA,NA,NA,03/06/24,05/29/25,98,352,NA,650,846,Mixed,Unknown,4ers,45nch,NA,34,34,34,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,598.40,17.60,0.00,0.00,0.00,0.00,37.1,22.6,36.9,22.5,37.1,22.7,37.5,22.9,WAGF1W,WAGF1W,40,40,2.00,2.35,29.1,17.4,61,1.55,1.64,2.22,2.31,2.12,2.16,25.69,26.02,NA,0,NA,NA
WS2310,W4,NA,NA,NA,NA,04/10/24,12/16/25,63,553,NA,679,762,Mixed,Unknown,13eff,46ney,NA,24,24,24,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,182.08,7.59,0.00,0.00,0.00,0.00,31.2,19.0,31.1,19.0,30.5,18.6,30.0,18.3,WAGF1W,WAGF1W,40,40,1.32,1.94,28.4,17.1,0,7.25,7.06,6.05,5.91,5.73,5.63,15.62,15.75,NA,0,NA,NA
WS2311,SO2,NA,NA,NA,NA,04/25/24,06/23/25,48,377,NA,700,796,Mixed,Unknown,14ett,47ght,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,5.94,5.94,0.00,0.00,0.00,0.00,32.9,18.6,33.1,18.7,32.4,18.3,32.2,18.1,NA,DFTPHS,6,6,2.00,1.77,26.2,14.8,0,1.53,1.59,4.43,4.37,4.19,4.06,27.71,26.84,NA,0,NA,NA
WS2311,W3,NA,NA,NA,NA,04/25/24,06/23/25,48,377,NA,700,796,Mixed,Unknown,14ett,47ght,NA,11,11,11,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,65.34,5.94,0.00,0.00,0.00,0.00,30.4,18.5,28.4,17.3,28.9,17.7,26.8,16.3,WAGF1W,WAGF1W,40,40,2.00,1.77,24.7,15.0,0,7.65,7.83,11.60,11.62,14.44,14.45,18.59,18.90,NA,0,NA,NA
